date,value
2017-01-01 05:39:05,85.7
2017-01-01 05:40:17,83.9
2017-01-01 05:41:18,84.1
2017-01-01 05:42:27,83.7
2017-01-01 05:44:00,79.4
2017-01-01 05:45:06,83.0
2017-01-01 05:46:16,76.7
2017-01-01 05:47:20,81.6
2017-01-01 05:49:00,82.6
2017-01-01 05:50:12,78.0
2017-01-01 05:51:39,78.6
2017-01-01 05:53:00,102.1
2017-01-01 05:54:43,99.8
2017-01-01 05:56:00,97.6
2017-01-01 05:57:21,97.9
2017-01-01 05:58:44,102.6
2017-01-01 06:00:00,100.8
2017-01-01 06:01:06,105.7
2017-01-01 06:02:09,117.9
2017-01-01 06:03:17,111.1
2017-01-01 06:05:00,92.6
2017-01-01 06:06:33,94.5
2017-01-01 06:08:00,92.2
2017-01-01 06:09:00,92.6
2017-01-01 06:10:14,90.9
2017-01-01 06:11:20,92.3
2017-01-01 06:13:00,102.3
2017-01-01 06:14:22,109.3
2017-01-01 06:16:00,111.3
2017-01-01 06:18:00,107.4
2017-01-01 06:19:07,107.4
2017-01-01 06:20:16,100.0
2017-01-01 06:22:00,102.3
2017-01-01 06:23:52,101.2
2017-01-01 06:25:00,106.7
2017-01-01 06:27:00,108.8
2017-01-01 06:28:39,108.1
2017-01-01 06:30:00,110.3
2017-01-01 06:31:00,112.8
2017-01-01 06:32:38,108.4
2017-01-01 06:34:00,101.4
2017-01-01 06:35:40,99.2
2017-01-01 06:37:00,94.8
2017-01-01 06:38:00,110.3
2017-01-01 06:39:33,77.6
2017-01-01 06:40:51,76.8
2017-01-01 06:42:00,54.6
2017-01-01 06:44:00,60.2
2017-01-01 06:45:39,56.4
2017-01-01 06:46:42,58.2
2017-01-01 06:48:00,60.7
2017-01-01 06:49:44,60.9
2017-01-01 06:51:00,63.3
2017-01-01 06:52:43,65.2
2017-01-01 06:54:00,64.3
2017-01-01 06:55:00,63.7
2017-01-01 06:57:00,62.0
2017-01-01 06:58:08,60.6
2017-01-01 06:59:29,65.2
2017-01-01 07:00:41,68.4
2017-01-01 07:02:00,64.1
2017-01-01 07:04:00,62.0
2017-01-01 07:05:00,59.2
2017-01-01 07:06:48,61.2
2017-01-01 07:08:00,73.1
2017-01-01 07:09:19,64.6
2017-01-01 07:10:22,57.2
2017-01-01 07:12:00,64.8
2017-01-01 07:14:00,77.2
2017-01-01 07:15:00,77.5
2017-01-01 07:16:25,82.9
2017-01-01 07:17:43,68.8
2017-01-01 07:19:00,73.9
2017-01-01 07:20:00,62.0
2017-01-01 07:21:00,60.0
2017-01-01 07:22:03,57.6
2017-01-01 07:23:45,52.4
2017-01-01 07:24:48,53.5
2017-01-01 07:26:00,64.9
2017-01-01 07:27:36,58.4
2017-01-01 07:28:37,59.8
2017-01-01 07:30:00,52.4
2017-01-01 07:31:45,48.8
2017-01-01 07:33:00,47.5
2017-01-01 07:34:00,44.3
2017-01-01 07:35:37,44.2
2017-01-01 07:36:51,41.7
2017-01-01 07:37:52,46.5
2017-01-01 07:38:55,45.5
2017-01-01 07:40:00,49.1
2017-01-01 07:41:37,47.4
2017-01-01 07:42:47,51.2
2017-01-01 07:43:58,59.5
2017-01-01 07:45:00,51.9
2017-01-01 07:46:00,50.7
2017-01-01 07:47:00,48.7
2017-01-01 07:48:02,47.0
2017-01-01 07:49:10,52.7
2017-01-01 07:50:24,47.7
2017-01-01 07:51:29,48.6
2017-01-01 07:53:00,58.0
2017-01-01 07:54:00,49.3
2017-01-01 07:55:10,49.9
2017-01-01 07:57:00,55.2
2017-01-01 07:58:08,56.3
2017-01-01 07:59:14,53.0
2017-01-01 08:01:00,51.5
2017-01-01 08:02:46,49.5
2017-01-01 08:04:00,52.5
2017-01-01 08:05:26,54.8
2017-01-01 08:06:32,58.5
2017-01-01 08:08:00,53.7
2017-01-01 08:09:00,55.3
2017-01-01 08:10:01,53.7
2017-01-01 08:11:20,55.6
2017-01-01 08:12:32,56.7
2017-01-01 08:13:51,48.8
2017-01-01 08:15:00,52.3
2017-01-01 08:16:00,47.0
2017-01-01 08:17:34,48.0
2017-01-01 08:19:00,44.9
2017-01-01 08:20:21,46.5
2017-01-01 08:21:33,44.5
2017-01-01 08:22:52,37.0
2017-01-01 08:24:00,44.3
2017-01-01 08:25:00,44.0
2017-01-01 08:26:40,49.1
2017-01-01 08:28:00,55.0
2017-01-01 08:29:00,48.8
2017-01-01 08:31:00,53.5
2017-01-01 08:32:39,50.7
2017-01-01 08:34:00,47.3
2017-01-01 08:35:16,49.3
2017-01-01 08:36:40,45.9
2017-01-01 08:37:50,51.5
2017-01-01 08:39:00,47.8
2017-01-01 08:40:38,46.1
2017-01-01 08:41:44,32.9
2017-01-01 08:42:58,39.7
2017-01-01 08:44:00,47.9
2017-01-01 08:45:21,40.9
2017-01-01 08:46:27,39.3
2017-01-01 08:47:37,55.5
2017-01-01 08:48:41,49.0
2017-01-01 08:49:46,57.0
2017-01-01 08:51:00,60.0
2017-01-01 08:52:00,59.1
2017-01-01 08:53:01,58.9
2017-01-01 08:54:24,55.7
2017-01-01 08:55:42,57.4
2017-01-01 08:56:48,41.6
2017-01-01 08:58:00,54.4
2017-01-01 08:59:29,49.7
2017-01-01 09:01:00,56.9
2017-01-01 09:02:00,52.9
2017-01-01 09:03:19,53.1
2017-01-01 09:05:00,41.9
2017-01-01 09:06:56,62.6
2017-01-01 09:08:00,55.0
2017-01-01 09:09:07,49.1
2017-01-01 09:10:14,47.1
2017-01-01 09:12:00,54.6
2017-01-01 09:14:00,40.8
2017-01-01 09:15:00,40.2
2017-01-01 09:17:00,40.8
2017-01-01 09:18:17,64.6
2017-01-01 09:20:00,55.7
2017-01-01 09:21:40,49.8
2017-01-01 09:23:00,45.3
2017-01-01 09:25:00,54.4
2017-01-01 09:26:40,51.8
2017-01-01 09:28:00,54.0
2017-01-01 09:30:00,54.4
2017-01-01 09:33:00,52.9
2017-01-01 09:31:00,57.5
2017-01-01 09:35:00,52.9
2017-01-01 09:36:00,49.0
2017-01-01 09:37:17,52.7
2017-01-01 09:38:28,55.7
2017-01-01 09:40:00,50.4
2017-01-01 09:42:00,52.6
2017-01-01 09:44:00,38.8
2017-01-01 09:46:00,54.8
2017-01-01 10:19:00,109.4
2017-01-01 09:48:00,54.3
2017-01-01 09:49:13,49.1
2017-01-01 09:51:00,46.2
2017-01-01 09:52:00,50.2
2017-01-01 09:54:00,110.3
2017-01-01 09:55:32,99.3
2017-01-01 09:56:40,99.0
2017-01-01 09:58:00,101.5
2017-01-01 09:59:00,104.1
2017-01-01 10:01:00,103.5
2017-01-01 10:02:09,96.8
2017-01-01 10:03:54,99.3
2017-01-01 10:05:00,114.1
2017-01-01 10:06:02,111.4
2017-01-01 10:07:40,114.7
2017-01-01 10:09:00,123.9
2017-01-01 10:10:17,125.8
2017-01-01 10:12:00,121.7
2017-01-01 10:13:00,108.7
2017-01-01 10:15:00,107.9
2017-01-01 10:16:18,110.3
2017-01-01 10:18:00,109.5
2017-01-01 10:20:00,32.9
2017-01-01 10:21:05,30.1
2017-01-01 10:22:07,52.0
2017-01-01 10:24:00,45.0
2017-01-01 10:25:17,34.6
2017-01-01 10:26:24,41.7
2017-01-01 10:28:00,45.1
2017-01-01 10:30:00,39.2
2017-01-01 10:32:00,48.4
2017-01-01 10:33:00,55.4
2017-01-01 10:34:04,55.2
2017-01-01 10:36:00,39.4
2017-01-01 10:37:00,68.1
2017-01-01 10:38:42,62.2
2017-01-01 10:40:00,71.7
2017-01-01 10:41:00,74.7
2017-01-01 10:42:40,72.3
2017-01-01 10:44:00,72.0
2017-01-01 10:45:00,73.5
2017-01-01 10:46:43,41.9
2017-01-01 10:47:45,67.0
2017-01-01 10:49:00,68.2
2017-01-01 10:50:38,64.0
2017-01-01 10:51:59,72.8
2017-01-01 10:53:00,70.4
2017-01-01 10:54:00,77.4
2017-01-01 10:55:00,80.5
2017-01-01 10:56:14,78.6
2017-01-01 10:57:54,70.0
2017-01-01 10:58:59,66.2
2017-01-01 11:00:00,65.7
2017-01-01 11:01:15,70.4
2017-01-01 11:03:00,67.4
2017-01-01 11:04:00,69.4
2017-01-01 11:05:00,61.6
2017-01-01 11:06:19,64.4
2017-01-01 11:07:22,69.4
2017-01-01 11:09:00,62.3
2017-01-01 11:11:00,67.2
2017-01-01 11:12:00,68.8
2017-01-01 11:13:05,65.4
2017-01-01 11:19:00,68.0
2017-01-01 11:14:17,71.6
2017-01-01 11:15:43,67.4
2017-01-01 11:16:48,68.6
2017-01-01 11:17:51,65.7
2017-01-01 11:20:00,68.3
2017-01-01 11:21:34,62.0
2017-01-01 11:22:36,68.5
2017-01-01 11:24:00,76.4
2017-01-01 11:25:06,74.6
2017-01-01 11:26:21,76.5
2017-01-01 11:27:43,76.1
2017-01-01 11:28:46,64.2
2017-01-01 11:30:00,73.3
2017-01-01 11:31:00,78.6
2017-01-01 11:32:14,38.1
2017-01-01 11:33:18,45.1
2017-01-01 11:34:30,39.3
2017-01-01 11:35:31,38.8
2017-01-01 11:36:39,42.5
2017-01-01 11:37:49,54.5
2017-01-01 11:39:00,40.9
2017-01-01 11:40:00,43.7
2017-01-01 11:41:05,45.2
2017-01-01 11:42:11,42.2
2017-01-01 11:43:33,43.3
2017-01-01 11:44:48,41.3
2017-01-01 11:45:49,39.1
2017-01-01 11:47:00,36.2
2017-01-01 11:48:00,46.8
2017-01-01 11:49:16,36.8
2017-01-01 11:50:52,39.0
2017-01-01 11:52:00,40.1
2017-01-01 11:53:00,43.9
2017-01-01 11:54:04,39.9
2017-01-01 11:55:04,37.5
2017-01-01 11:56:11,59.5
2017-01-01 11:58:00,46.5
2017-01-01 11:59:00,250
2017-01-01 12:01:00,47.7
2017-01-01 12:02:00,39.9
2017-01-01 12:03:00,44.9
2017-01-01 12:04:00,55.0
2017-01-01 12:05:46,49.2
2017-01-01 12:07:00,40.9
2017-01-01 12:08:00,46.7
2017-01-01 12:09:00,43.0
2017-01-01 12:10:18,44.5
2017-01-01 12:11:19,40.3
2017-01-01 12:13:00,46.2
2017-01-01 12:14:02,48.8
2017-01-01 12:15:13,50.3
2017-01-01 12:16:30,40.7
2017-01-01 12:17:40,49.9
2017-01-01 12:18:44,39.2
2017-01-01 12:19:49,59.4
2017-01-01 12:21:00,51.3
2017-01-01 12:22:09,39.4
2017-01-01 12:23:30,41.8
2017-01-01 12:24:33,38.5
2017-01-01 12:25:46,42.5
2017-01-01 12:27:00,42.2
2017-01-01 12:28:40,40.2
2017-01-01 12:29:50,31.4
2017-01-01 12:31:00,35.9
2017-01-01 12:32:00,38.6
2017-01-01 12:33:00,42.3
2017-01-01 12:34:40,42.6
2017-01-01 12:35:41,35.4
2017-01-01 12:37:00,39.5
2017-01-01 12:42:06,37.4
2017-01-01 12:38:28,35.8
2017-01-01 12:39:46,36.0
2017-01-01 12:41:00,35.0
2017-01-01 12:44:00,31.8
2017-01-01 12:45:22,30.5
2017-01-01 12:47:00,35.2
2017-01-01 12:48:00,30.6
2017-01-01 12:49:10,36.0
2017-01-01 12:50:22,38.3
2017-01-01 12:51:45,32.8
2017-01-01 12:52:55,30.4
2017-01-01 12:53:58,31.5
2017-01-01 12:55:00,37.2
2017-01-01 12:56:00,29.8
2017-01-01 12:57:00,36.5
2017-01-01 12:58:52,35.7
2017-01-01 13:00:00,35.0
2017-01-01 13:01:08,31.7
2017-01-01 13:02:58,39.1
2017-01-01 13:04:00,32.3
2017-01-01 13:05:00,36.9
2017-01-01 13:06:01,31.7
2017-01-01 13:08:00,35.5
2017-01-01 13:09:00,34.9
2017-01-01 13:11:00,29.5
2017-01-01 13:12:05,32.6
2017-01-01 13:14:00,34.0
2017-01-01 13:15:15,35.8
2017-01-01 13:16:18,34.4
2017-01-01 13:17:37,30.7
2017-01-01 13:18:40,35.8
2017-01-01 13:20:00,32.9
2017-01-01 13:21:00,27.5
2017-01-01 13:22:23,38.8
2017-01-01 13:24:00,40.6
2017-01-01 13:25:00,34.2
2017-01-01 13:26:09,31.9
2017-01-01 13:27:19,35.7
2017-01-01 13:28:53,37.7
2017-01-01 13:30:00,33.5
2017-01-01 13:31:00,40.0
2017-01-01 13:32:02,49.9
2017-01-01 13:33:02,40.2
2017-01-01 13:34:13,35.8
2017-01-01 13:35:23,35.8
2017-01-01 13:37:00,43.7
2017-01-01 13:38:00,35.2
2017-01-01 13:39:00,39.6
2017-01-01 13:40:00,38.6
2017-01-01 13:41:24,33.7
2017-01-01 13:42:38,36.6
2017-01-01 13:43:56,34.7
2017-01-01 13:45:00,38.8
2017-01-01 13:46:08,36.1
2017-01-01 13:47:25,34.8
2017-01-01 13:48:26,35.8
2017-01-01 13:49:49,34.8
2017-01-01 13:50:52,34.1
2017-01-01 13:52:00,43.4
2017-01-01 13:53:00,33.9
2017-01-01 13:54:00,36.8
2017-01-01 13:55:39,50.3
2017-01-01 13:56:40,42.8
2017-01-01 13:58:00,39.3
2017-01-01 13:59:17,47.6
2017-01-01 14:00:20,39.4
2017-01-01 14:02:00,44.8
2017-01-01 14:03:05,41.6
2017-01-01 14:04:20,57.1
2017-01-01 14:05:23,39.1
2017-01-01 14:06:24,34.3
2017-01-01 14:07:36,38.2
2017-01-01 14:09:00,29.6
2017-01-01 14:10:01,30.7
2017-01-01 14:11:11,36.1
2017-01-01 14:12:18,40.0
2017-01-01 14:13:50,39.4
2017-01-01 14:14:51,28.1
2017-01-01 14:16:00,35.4
2017-01-01 14:17:42,31.8
2017-01-01 14:18:43,34.9
2017-01-01 14:20:00,31.7
2017-01-01 14:21:28,32.9
2017-01-01 14:22:29,35.3
2017-01-01 14:24:00,31.6
2017-01-01 14:25:10,37.6
2017-01-01 14:26:15,30.9
2017-01-01 14:27:25,30.4
2017-01-01 14:28:57,31.0
2017-01-01 14:48:00,28.6
2017-01-01 14:30:00,30.9
2017-01-01 14:31:00,34.4
2017-01-01 14:32:00,32.7
2017-01-01 14:33:19,34.4
2017-01-01 14:34:24,37.7
2017-01-01 14:35:25,40.6
2017-01-01 14:37:00,38.0
2017-01-01 14:38:00,36.6
2017-01-01 14:40:00,33.4
2017-01-01 14:41:00,32.9
2017-01-01 14:42:00,40.5
2017-01-01 14:43:02,39.0
2017-01-01 14:44:03,35.4
2017-01-01 14:46:00,31.1
2017-01-01 14:50:00,30.6
2017-01-01 14:51:00,35.2
2017-01-01 14:52:03,40.0
2017-01-01 14:53:13,36.9
2017-01-01 14:54:46,39.6
2017-01-01 14:55:51,46.5
2017-01-01 14:56:53,38.9
2017-01-01 14:58:00,45.5
2017-01-01 14:59:21,45.1
2017-01-01 15:00:51,30.1
2017-01-01 15:01:54,38.1
2017-01-01 15:02:57,39.9
2017-01-01 15:04:00,31.0
2017-01-01 15:05:14,34.6
2017-01-01 15:06:26,29.5
2017-01-01 15:07:50,21.7
2017-01-01 15:09:00,35.2
2017-01-01 15:10:35,32.4
2017-01-01 15:12:00,30.0
2017-01-01 15:14:00,33.3
2017-01-01 15:18:00,32.4
2017-01-01 15:15:00,35.4
2017-01-01 15:16:50,30.9
2017-01-01 15:19:00,36.3
2017-01-01 15:20:37,30.7
2017-01-01 15:21:54,30.8
2017-01-01 15:23:00,31.3
2017-01-01 15:24:00,37.7
2017-01-01 15:25:00,61.6
2017-01-01 15:26:34,51.8
2017-01-01 15:27:44,60.6
2017-01-01 15:29:00,49.9
2017-01-01 15:30:00,52.3
2017-01-01 15:31:00,61.4
2017-01-01 15:32:12,58.4
2017-01-01 15:33:45,55.7
2017-01-01 15:34:46,133.4
2017-01-01 15:36:00,122.4
2017-01-01 15:37:00,119.1
2017-01-01 15:38:08,121.0
2017-01-01 15:39:18,114.8
2017-01-01 15:40:28,119.9
2017-01-01 15:41:49,133.8
2017-01-01 15:42:50,129.0
2017-01-01 15:44:00,114.5
2017-01-01 15:45:43,119.8
2017-01-01 15:47:00,114.5
2017-01-01 15:48:14,116.2
2017-01-01 15:49:31,113.3
2017-01-01 15:50:39,109.4
2017-01-01 15:51:41,105.5
2017-01-01 15:53:00,109.3
2017-01-01 15:55:00,113.0
2017-01-01 15:56:00,111.3
2017-01-01 15:58:00,103.5
2017-01-01 16:00:00,101.0
2017-01-01 16:01:25,95.9
2017-01-01 16:02:28,90.2
2017-01-01 16:04:00,67.9
2017-01-01 16:05:00,56.7
2017-01-01 16:06:00,62.0
2017-01-01 16:07:59,65.6
2017-01-01 16:09:00,65.9
2017-01-01 16:10:00,59.3
2017-01-01 16:11:13,59.4
2017-01-01 16:12:18,59.2
2017-01-01 16:13:23,32.4
2017-01-01 16:14:43,36.6
2017-01-01 16:16:00,34.0
2017-01-01 16:17:18,48.6
2017-01-01 16:18:39,40.9
2017-01-01 16:19:45,39.2
2017-01-01 16:21:00,42.5
2017-01-01 16:22:00,42.6
2017-01-01 16:23:24,41.1
2017-01-01 16:24:58,46.6
2017-01-01 16:26:00,34.9
2017-01-01 16:27:00,36.9
2017-01-01 16:28:40,33.1
2017-01-01 16:30:00,40.0
2017-01-01 16:31:00,35.0
2017-01-01 16:32:51,42.5
2017-01-01 16:34:00,38.6
2017-01-01 16:35:00,39.6
2017-01-01 16:36:00,46.8
2017-01-01 16:37:12,47.6
2017-01-01 16:38:25,43.1
2017-01-01 16:40:00,41.4
2017-01-01 16:41:00,54.2
2017-01-01 16:42:10,39.2
2017-01-01 16:44:00,42.0
2017-01-01 16:45:05,30.9
2017-01-01 16:46:10,40.2
2017-01-01 16:47:17,39.0
2017-01-01 16:48:37,37.1
2017-01-01 16:49:51,37.4
2017-01-01 16:50:57,36.5
2017-01-01 16:52:00,37.6
2017-01-01 16:53:50,38.4
2017-01-01 16:55:00,33.7
2017-01-01 16:56:00,41.9
2017-01-01 16:58:00,42.1
2017-01-01 16:59:57,44.7
2017-01-01 17:01:00,45.7
2017-01-01 17:02:00,48.4
2017-01-01 17:03:20,53.3
2017-01-01 17:04:46,101.9
2017-01-01 17:05:50,89.4
2017-01-01 17:07:00,95.3
2017-01-01 17:08:54,96.6
2017-01-01 17:10:00,94.6
2017-01-01 17:11:08,86.3
2017-01-01 17:12:16,92.6
2017-01-01 17:13:40,91.4
2017-01-01 17:15:00,95.7
2017-01-01 17:16:00,96.4
2017-01-01 17:17:24,112.3
2017-01-01 17:19:00,102.1
2017-01-01 17:20:00,98.3
2017-01-01 17:21:33,104.6
2017-01-01 17:23:00,104.6
2017-01-01 17:24:00,105.6
2017-01-01 17:25:02,101.0
2017-01-01 17:26:32,93.4
2017-01-01 17:28:00,97.8
2017-01-01 17:29:03,21.2
2017-01-01 17:30:33,37.4
2017-01-01 17:31:54,41.1
2017-01-01 17:33:00,47.7
2017-01-01 17:34:21,49.3
2017-01-01 17:35:35,50.9
2017-01-01 17:36:40,51.4
2017-01-01 17:37:50,50.7
2017-01-01 17:39:00,51.2
2017-01-01 17:40:42,39.2
2017-01-01 17:41:46,51.4
2017-01-01 17:42:50,45.6
